AccNumber,Title,ClassNo ,AuthorEditort,AuthorEditor,Discription,ISBNNumber,Keywords1,Keywords2,Publisher,YearofPublication,PlaceofPublisher ,Status
1503,THE PRACTICE OF PEPTIDE SYNTHESIS,547.756,"BODANSZKY, A.; BODANSZKY, M.",,"vii,279p:ills.25.5cm",387134719,Peptide Synthesis,,Springer - Verlag Berlin Heidelberg,1984,New York,Available
1504,PRINCIPLES OF PEPTIDE SYNTHESIS,547.756,"BODANSZKY, M.",,"vii,279p:ills.25.5cm",387123954,"Peptide Synthesis - Addresses, essays, lectures",,Springer Verlag Berlinheidelberg,1984,Germani,Available
1505,SOLAR ENERGY - CHEMICAL CONVERSION AND STORAGE,621.31,,S>HANTALA I>R.R.    S>KING I>R.B.    S>KUTAL  I>C. ,"vii,279p:ills.25.5cm",,APPLIED PHYSICS,,,                            ,                               ,Available
1506,MAINTAINING AND TROUBLESHOOTING HPLC SYSTEMS,543.089 4,"RUNSER, D.J.",,"vii,279p:ills.25.5cm",471064793,"Liquid chromatography-Handbooks, manuals,etc",,"Johan Wiley and Sons,  Inc.",1981,USA,Available
1507,THE MERCK INDEX,REF 615.103,,"BUDAVARI, S.","vii,279p:ills.25.5cm",91191028X,Drugs--Dictionaries.,Chemicals--Dictionaries.; Biomolecules--Dictionaries.,"MERCK and CO.,INC",1989,USA,Available
1508,PHOTOVOLTAIC AND PHOTOELECTROCHEMICAL SOLAR ENERGY CONVERSION,621.31,,"CARDON, F; GOMES, W.P.","vii,279p:ills.25.5cm",,APPLIED PHYSICS,,,                            ,                               ,Available
1509,"Proceedings of the Adriatico Research Conference on High Temperature Superconductors,",539.7319,,"Lundqvist, S ... [et al.].","xix, 508 p. : ill. ; 26 cm.",9971504006,High temperature superconductors--Congresses.,SUPERCONDUCTORS,World Scientific,1987,Singapore,Available
1510,HIGH TEMPERATURE SUPERCONDUCTIVITY,537.6232,,"GAN, Z.  ; CUI, J.  ; YANG, G.Z. ; YANG, Q.S.","vii,279p:ills.25.5cm",9971504014,ELECTRICITY AND ELECTRONICS,<SUPERCONDUCTIVITY>,WORLD SCIENTIFIC,1987,BEIJING,Available
1511,HIGH TEMPERATURE SUPERCONDUCTIVITY,537.6232,,"BOSE, S.M.  ; TYAGI, S.D.","vii,279p:ills.25.5cm",9971504103,ELECTRICITY AND ELECTRONICS,SUPERCONDUCTIVITY,WORLD SCIENTIFIC,1987,ENNSYLVANIA,Available
1512,WEAK SUPERCONDUCTIVITY,537.62319,,"BARONE, A.; LARKIN, A","vii,279p:ills.25.5cm",9971505045,Superconductivity,Josephson junctions,WORLD SCIENTIFIC,1987,ITALY,Available
1513,HIGH TEMPERATURE SUPERCONDUCTORS,537.6232,,"HEIRAS, J.; BARRIO, R.A; AKACHI, T; TAGUENA, J","vii,279p:ills.25.5cm",9971505835,ELECTRICITY AND ELECTRONICS,<SUPERCONDUCTORS>,WORLD SCIENTIFIC,1988,MEXICO,Available
1514,CHEMICAL AND STRUCTURAL ASPECTS OF HIGH TEMPERATURE  SUPERCONDUCTORS,537.62319,,"RAO, C.N.R.","vii,279p:ills.25.5cm",9971506084,ELECTRICITY AND EECTRONICS,<SUPERCONDUCTORS>,WORLD SCIENTIFIC,1988,SINGAPORE,Available
1515,WORLD CONGRESS ON SUPERCONDUCTIVITY,621.32,,"BURUHAM, C.J.; KANE, R.D","vii,279p:ills.25.5cm",9971506092,Superconductivity,High temperature superconductivity; High temperature superconductors,WORLD SCIENTIFIC,1988,TEXAS,Available
1516,FIRST LATIN-AMERICAN CONFERENCE ON HIGH TEMPERATURE SUPERCONDUCTIVITY,537.6232,,"NICOLSKY, R; BARRIO, R.A; LIMA DE, O.F; ESCUDERO, R","vii,279p:ills.25.5cm",,High temperature superconductivity,High temperature superconductors,WORLD SCIENTIFIC,1988,BRAZIL,Available
1517,HIGH TEMPERATURE SUPERCONDUCTIVITY FROM RUSSIA,537.6232,"LARKIN, A.I. ZAVARITSKY, N.V.",,"vii,279p:ills.25.5cm",9971507986,High temperature superconductivity.,High temperature superconductors.; High temperature superconductivity--Research--Soviet Union.,WORLD SCIENTIFIC,1989,SINGAPORE,Available
1518,HIGH TEMPERATURE SUPERCONDUCTIVITY AND OTHER RELATED TOPICS,537.6232,BAAQUIE,"BAAQUIE, B.E; CHEW, C.K; LAI, C.H; OH, C.H; PHUA, K.K","vii,279p:ills.25.5cm",9971506718,ELECTRICITY AND ELECTRONICS,<SUPERCONDUCTIVITY>,WORLD SCIENTIFIC,1988,SINGAPORE,Available
1519,TOWARDS THE THEORETICAL UNDERSTANDING OF HIGH-Tc SUPERCONDUCTORS,537.6232,,"LUNDQVIST, S. ; TOSSATTI, E. ; LU , Y.  etal...","vii,279p:ills.25.5cm",,ELECTRICITY AND ELECTRONICS,SUPERCONDUCTIVITY,WORLD SCIENTIFIC,1988,SINGAPORE,Available
1520,PROCEEDINGS OF HIGH-Tc SUPERCONDUCTORS : MAGNETIC INTERACTIONS ,537.6232,,"BENNET, L.H.; FLOM, Y; VEZZOIL, G.C","vii,279p:ills.25.5cm",9971508206,,,WORLD SCIENTIFIC,1988,USA,Available
1521,SUPERCONDUCTIVITY AND APPLICATIONS,537.6232,,"WU, P.T; KU, H.C; LEE, W.H; LIU, R.S","vii,279p:ills.25.5cm",9971509539,High temperature superconductivity,High temperature superconductors; Oxides,WORLD SCIENTIFIC,1989,TAIWAN,Available
1522,HIGH TEMPERATURE SUPERCONDUCTORS,537.6232,,"AKACHI, T; COGORDAN, J.A; VALLADARES, A.A","vii,279p:ills.25.5cm",9971509318,ELECTRICITY AND ELECTRONICS,<SUPERCONDUCTIVIT>,WORLD SCIENTIFIC,1989,MEXICO,Available
1523,PHYSICS OF LOW DIMENSIONAL SYSTEMS,530.41221,,"LUNDQVIST, S.; NILSSON, N.R.",165p:ills.30cm,,Low-dimensional semiconductors--Congresses.,,World Scientific,1989,NewJersey,Available
1524,ENVIRONMENTAL GEOLOGY - Indian context,551,"VALDIYA, K.S.",,"xii,583p:ills;25.5cm",0-07-451971-9,Physical geography--India.,Natural disasters--India.; Engineering geology--India.,Tata McGraw-Hill Publishing Company Ltd.,1987,New Delhi,Available
1525,DITIONARY OF GEOLOGY AND GEOPHYSICS,REF 550.321,"LAPIDUS, D.F.",,"vii,279p:ills.25.5cm",871967030,GEOLOGY DICTIONARIES,GEOPHYSICS DICTIONARIES,FACTS ON FILE PUBLICATIONS,1987,ENGLAND,Available
1526,INTEACTON OF SOIL MINERALS WITH NATURAL ORGANICS AND MICROBES,631.4,"HUANG, P. S>SCHNITZER I>M.",,"vii,279p:ills.25.5cm",,"TECHNIQUES,EQIUIPMENT,MATERIALS",,,                            ,                               ,Available
1527,SOIL BIOCHEMISTRY - VOL. 4,631.4,"PAUL, E.A. McLAREN, A.D.",,"vii,279p:ills.25.5cm",,"TECHNIQUES,EQIUIPMENT,MATERIALS",,,                            ,                               ,Available
1528,FOREST HYDROLOGY ,551.4,"LEE, R.",,"vii,279p:ills.25.5cm",231047185,Hydrology,,COLUMBIA UNIVERSITY PRESS,1980,NEW YORK,Available
1529,REGIONAL GEOLPHYSICAL LINEAMENTS - Their Tectonic and Economic Significance,551,,"QURESHI , M.N.","xviii,305p:ills:maps;26cm",,"GEOLOGY,HYDROLOGY,METEOLOGY ","Origin, Nature and significance of regional geological lineaments in Himalaya; Experiments in the phenomenology of geophysical lineaments ; Gravity and magnetic lineaments in central USA",Geological society of India,1989,Bangalore ,Available
1530,ADVANCES IN MICROBIAL ECOLOGY,576.15,,"ALEXANDER, M.","vii,279p:ills.25.5cm",,MICROBIOLOGY,Advances in microbial ecology,Plenum Press                           ,1977,New York,Available
1531,"CONNECTIONS AMONG PARTICLE PHYSICS, NUCLEAR PHYSICS, STATISTICAL PHYSICS AND CONDENSED MATTER",530.4,,"GIAMBIAGI, J.J.","viii,618p:ills.22cm",,,,World Scientific,1988,NewJersey,Available
1532,PHYSICAL PROPERTIES OF HIGH TEMPERATURE SUPERCONDUCTORS - I,537.6232,,"GINSERG, D.M. ","vii,279p:ills.25.5cm",997150894X, High temperature superconductors. ,,WORLD SCIENTIFIC,1989,SINGAPORE,Available
1533,PRECAMBRIAN OF SOUTH INDIA ,551.7,,"Naqvi, S. M.; Rogers, J. J. W.","xx,575p:ills;25.5cm",,"Geology, Stratigraphic--Precambrian",,Geologycal society of India,1983,Bangalore,Available
1534,INDIA'S ENVIRONMENT - PROBLEMS AND PERSPECTIVES,555.4,,"RADHAKRISHNA, B.P.; Ramachandran, K. K.","xvi,279p:ills;25.5cm",,,,Geological Socirty of India,1986,Bangalore,Available
1535,PRECAMBRIAN OF THE ARAVALLI MOUNTAIN RAJASTHAN INDIA ,551.7,,"Roy, A. B.","xii,279p:ills;25.5cm",,"Geology, Stratigraphic--Precambrian",,Geological society of India,1988,Bangalore,Available
1536,PRECAMBRIAN OF THE EASTERN INDIAN SHIELDS ,551,,"MUKHAPADHYAY, D.","viii,279p:ills;25.5cm",,"GEOLOGY,HYDROLOGY,METEOLOGY ",Early history of the world; Analysis of gravity field over chhotanagpur plateau and bihar mica belt; Structural control and geochemistry of the sulphide bodies in mosabony-badia area,Geologycal society of India,1988,Bangalore ,Available
1537,Uranium and Gold-bearing Quartz-Pebble Conglomerates of India,553.4,,,"(x),128p:ills;25.5cm",0016-7622,Uranium ores ,"Gold ores;  Geology, Stratigraphic--Precambrian ; Conglomerate",Geologycal society of India,1988,Bangalore,Available
1538,DECCAN FLOOD BASALTS,552.26,,"SUBASRAO, K.V.","xxii,393p:ills:maps;26cm",,,,Geological society of India,1988,Bangalore ,Available
1539,FLUID INCLUSIONS,552.06,,"SANTHOSH, M.","x,158p:ills;25cm",,Fluid inclusions,,Geological society of India,1988,Bangalore,Available
1540,REGIONAL  ANALYSIS - VOL. II - SOCIAL SYSTEMS:STUDENT IN ANTHROPOLOGY,380.1,,"SMITH, C.E.","xvi,381p:ills.23.5cm",,SOCIALOGY,REGIONAL ANALYSIS; ECONOMIC SYSTEMS; SOCIAL SYSTEMS,AcademicPress,1976,NewYork,Available
1561,"REMOTE SENSING IN METEOROLOGY, OCEONOGRAPHY AND HYDROGEOLOGY",621,,S>CRACHNELL I>A.P.,"vii,279p:ills.25.5cm",,APPLIED PHYSICS,,,                            ,                               ,Available
1562,CERAMICE FOR THE ARCHAELOGISTS,738,"HEPARD, A.O.",,"vii,279p:ills.25.5cm",,CEREMIC ARTS,,,                            ,                               ,Available
1563,McGRAW HILL ENCYCLOPEDIA OF THE GEOLOGICAL SCIENCES,REF 551.032,,"PARKER, S.P.","vii,279p:ills.25.5cm",70455007,GEOLOGY,,MCGRAW HILL BOOK COMPANY,1978,USA,Available
1564,THE FOURIER TRANSFORM AND ITS APPLICATIONS,515.7,"BRACEWELL, R.N.",,"xv,474p:ills.23.5cm",,ANALYSIS,FOURIER TRANSFORM; GROUNDWORK; CONVOLUTION,McGraw-Hill,1986,NewYork,Available
1565,APPLIED HYDROLOGY,627.19,,,"xiii, 572 p. : ill. ; 26 cm.",0-07-010810-2,Hydrology.,,McGraw-Hill Book Company,1988,NewYork,Available
1566,SCIENCE AND TECHNOLOGY IN SOUTH ASIA,509,,"GAEFFKE, P.; UTZ, D.A.","x,171p:23cm",936115017, Science--South Asia,Technology--South Asia,Department of South Asia Regional,1985,Philadephia,Available
1567,CLIMATE WATER AND AGRICULTURE,551.5,"JACKSON, I.J.",,"xiv,377p.:ills:21.5cm",,"GEOLOGY,HYDROLOGY,METEOLOGY",Tropics-Climate; Plant-water relationships-Tropics; Water in agriculture-Tropics,Longman Scientific andTechnical,1977,New York,Available
1568,HUMAN IMPACT ON THE ECOSYSTEM,574.5,"TIVY, J. S>O'HARE I>G.",,"vii,279p:ills.25.5cm",,BIOLOGY,,,                            ,                               ,Available
1569,SOIL ,631.4,"SIMPSON, K.",,"vii,279p:ills.25.5cm",,"TECHNIQUES,EQIUIPMENT,MATERIALS",,,                            ,                               ,Available
1570,AN INTRODUCTION TO SOIL SCIENCE,631.4,"FITZPATRICK, E.A.",,"vii,279p:ills.25.5cm",,"TECHNIQUES,EQIUIPMENT,MATERIALS",,,                            ,                               ,Available
1571,MULTIVATED STATISTICAL ANALYSIS IN GEOGRAPHY,910,"JOHNSTON, R.J.",,"vii,279p:ills.25.5cm",,WORLD HISTORY,,,                            ,                               ,Available
1572,PLEISTOCENE GEOLOGY AND BIOLOGY,551.7,"WEST, R.G",,"xi,440p:ills;21.5cm",0 582 44620 1,Glacial epoch.,"Glacial epoch--British Isles.; Geology, Stratigraphic--Pleistocene.",Longman,1977,London,Available
1573,COMPUTORS IN GEOGRAPHY,910,"MAGUIRE, D.J.",,"vii,279p:ills.25.5cm",,WORLD HISTORY,,,                            ,                               ,Available
1574,GEOMORPHOLOGY AND HYDRAULICS ,551.489,"SMALL, R.J.",,177p:ills;24cm,0-582-35589-3,Geomorphology , Hydrology,Longman Publishers,,London,Available
1575,COMTEMPORARY CLIMATOLOGY,551.619,"ELLERS, A.H. ROBINSON, P.J.",,"vii,279p:ills.25.5cm",0-582-30057-6,"GEOLOGY,HYDROLOGY,METEOLOGY",Climatology; Climate,Longman Scientific and Technical,1986,New York,Available
1576,HUMID TROPICAL GEOMORPHOLOGY,551.4,"FANIRAN, A. JEJEi^L.K,.",,"vii,279p:ills.25.5cm",,"GEOLOGY,HYDROLOGY,METEOLOGY ",GEOMORPHIC PROCESSES AND FORMS; HUMID TROPICS; TERMINOLOGY AND NOMENCLATURE; TOPOGRAPHY,LONGMAN GROUP LIMITED,1983,NEW YORK,Available
1577,PRINCIPLES OF REMOTE SENSING,621.36,"CURRAN, P.G.",,"vii,279p:ills.25.5cm",,APPLIED PHYSICS,,,                            ,                               ,Available
1578,SURVEYING AND MAPPING FOR FIELD SCIENTISTS,526.8 19,"RITCHIE, W.; WOOD, M.; WRIGHT, R.",,"ix,180p:ills.24.5cm",058230086x,Topographical drawing,Surveys--Plotting.; Aerial photogrammetry.; TOPOGRAPHICAL DRAWING; AERIAL PHOTOGRAMMETRY,Longman Scientific and Technical,1988,NewYork,Available
1579,WEATHERING ,551.3,"OLLIER, C.","CLAYTON, K.M.","vii,279p:ills.25.5cm",,"GEOLOGY,HYDROLOGY,METEOLOGY ",PHYSICAL WEATHERING; CHEMICAL; BIOTIC; MINERAL;  ROCK; WEATHERING,LONGMAN,1969,USA,Available
1580,"SOILS, VEGETATIONS, ECOSYSTEMS ",631.4,"O'HARE, G.",,"vii,279p:ills.25.5cm",,"TECHNIQUES,EQIUIPMENT,MATERIALS",,,                            ,                               ,Available
1581,OPEN- CHANNEL HYDRAULICS,627,"CHOW, VEN TE",,"xviii,279p:ills;25.5cm",007-010776-9,Channels (Hydraulic engineering),Hydraulics,McGrew-Hill Publishing company,1988,New York,Available
1582,PROCESSES IN PHYSICAL GEOGRAPHY ,910,"THOMPSON, R.D.",,"vii,279p:ills.25.5cm",,WORLD HISTORY,,,                            ,                               ,Available
1583,"SOILS - THIER FORMATION, CLASSIFICATION AND DISTRIBUTION ",631.4,"FIRZPATRICK, E.A.",,"vii,279p:ills.25.5cm",,"TECHNIQUES,EQIUIPMENT,MATERIALS",,,                            ,                               ,Available
1584,WORLD RESOURCES 1987,330,THE INTERNATIONAL INSTITUTE FOR ENVIRONMENT AND DEVELOPMENT; WORLD RESOURCE INSTITUTE,,"xiii,369p:ills.27.5cm",,ECONOMICS,RESOURCES,"BASIC BOOKS,INC.",1987,NEW YORK,Available
1585,Soil Test calibration in west Asia and North Africa,631.4,,,,,,,Aridoculture Center.,1987,Morocco,Available
1586,LANDSLIDES - VOL. 1  (GLISSEMENTS DE TERRAIN),551.319,,"BONNNARD, C.","xix,279p:ills;25.5cm",90 6191 838 3,Landslides,,A. A. Balkema,1988,Rotterdam ,Available
1587,LANDSLIDES - VOL 2   (GLISSEMENTS DE TERRAIN),551.319,,"BONNARD, C.","xii,279p:ills;25.5cm",90 6191 839 1,"GEOLOGY,HYDROLOGY,METEOLOGY ",,A. A. Balkema Publishers,1988,Rotterdam ,Available
1588,PHYSICAL PROPERTIES OF ROCKS AND MINERALS,552.19,"CARMICHAEL, R.S.",,"vii,279p:ills.25.5cm",0-8493-3703-8,PETROLOGY,Mineral composition of rocks; Densities of Rocks and Minerals; Inelastic properties of rocks and min,"CRC press,Inc.",1989,Florida,Available
1589,CRC HANDBOOK OF LABORATARY MODEL SYSTEMS FOR MICROBIAL ECOSYSTEMS - VOL. 1,576,"WIMPENNY, J.W.T.",,"vii,279p:ills.25.5cm",,MICROBIOLOGY,,,                       ,                               ,Available
1590,CRC HANDBOOK OF LABORATARY MODEL SYSTEMS FOR MICROBIAL ECOSYSTEMS - VOL. 2,576,"WIMPENNY, J.W.T.",,"vii,279p:ills.25.5cm",,MICROBIOLOGY,,,                       ,                               ,Available
1591,SOIL PHYSICAL CHEMISTRY,631.4,"PARKS, D.L.",,"vii,279p:ills.25.5cm",,,,,                            ,                               ,Available
1592,WORLD RESOURCES 1988-1989,330,WORLD RESOURCE INSTITUTE; THE INTERNATIONAL INSTITUTE FOR ENVIRONMENT AND DEVELOPMENT,,"xii,372p:ills.27.5cm",,ECONOMICS,RESOURCES,"BASIC BOOKS,INC.",1988,NEW YORK,Available
1593,PROTEROZOIC LITHOSPHERIC EVOLUTION,551.7,,"KRONER, A."," xi, 273 p. : ill. ; 28 cm. ",087590517X,"Geology, Stratigraphic--Precambrian",Geodynamics; Sedimentation and deposition,American Geophysical Union,1987,Washington,Available
1594,THE CHICAGO MANUAL OF STYLE ,REF 686.224,,,"vii,279p:ills.25.5cm",,PRINTING AND RELATED ACTIVITIES,,THE UNIVERSITY OF CHICAGO PRESS,1982,LONDON AND CHICAGO,Available
1595,VOGEL'S TEXTBOOK OF QUANTITATIVE CHEMICAL ANALYSIS,REF 545.20,"BASSET, J.   ; MENDHAM, J.",,"vii,279p:ills.25.5cm",582446937,,"Analytic--Quantitative. ; Chemistry, Inorganic. ",Wiley,1989,New York,Available
1596,STANDARD MEYTHODS FOR THE EXAMINATION OF WATER AND WASTE WATER,543.3 Ref,,,"vii,279p:ills.25.5cm",,PHYSIACL AND THEORETICAL CHEMISTRY,,,                            ,                               ,Available
1597,THE ESSENTIAL TENSION:SELECTED STUDIES IN SCIENTIFIC TRADITION AND CHANGE ,501,"KUHN, T.S.",,"xxiii,366p:21.5cm",2264580607,Science -Philosophy-collected woks,Science -History-collected woks,The University of Chicago Press,1977,London,Available
1598,TRADITIONAL POTTERY TECHNIQUES OF PAKISTAN,738,"RYE, O.S. EVANS, C.",,"vii,279p:ills.25.5cm",,CEREMIC ARTS,,,                            ,                               ,Available
1599,THE HISTORY OF SCIENCE AND THE NEW HUMANITIES,509,"SARTON, G.",,"lv,196p:20.5cm",,Science--History.,Civilization--History.; Civilization--History.,TRANSACTION INC.,1988,NEW JERSEY,Available
1600,APPLIED REMOTE SENSING,621.36,"LO, C.P.",,"vii,279p:ills.25.5cm",,APPLIED PHYSICS,,,                            ,                               ,Available
1601,FUNDAMENTALS OF GEOMORPHOLOGY,551,"Rice, R.J.",,"vi,420p:ills;18cm",0-582-30151-3,"GEOLOGY,HYDROLOGY,METEOLOGY ",The Geological frame work; Subaerial denudation; The role of the sea; The work of Ice; Concepts of L,Longman and John Wiley and sons,1988,New York ,Available
1602,MOLECULAR CLONING - A LABORATORY MANUAL VOL. 1,REF 574.873,,"SAMBROOK, J.","vii,279p:ills.25.5cm",879693096,MOLECULAR CLONING LABORATORY MANUALS,EUKARYOTIC CELLS LABORATORY MANUALS,COLD SPRING HARBOR LABORATORY PRESS,1989,USA,Available
1603,MOLECULAR CLONING - A LABORATORY MANUAL VOL. 2,REF 574.873,,"SAMBROOK, J.","vii,279p:ills.25.5cm",879693096,MOLECULAR CLONING LABORATORY MANUALS,EUKARYOTIC CELLS LABORATORY MANUALS,COLD SPRING HARBOR LABORATORY PRESS,1989,USA,Available
1604,MOLECULAR CLONING - A LABORATORY MANUAL VOL. 3,REF 574.873,,"SAMBROOK, J.","vii,279p:ills.25.5cm",879693096,MOLECULAR CLONING LABORATORY MANUALS,EUKARYOTIC CELLS LABORATORY MANUALS,COLD SPRING HARBOR LABORATORY PRESS,1989,USA,Available
1605,CARTOGRAPHIC DESIGN AND PRODUCTION,526,"KEATES, J.S.",,"xvi, 240 p. illus. 25 cm.",582301335,Cartography.,,Longman Scientific and Technical,1989,NewYork,Available
1606,THE BIOLOGY OF BACULOVIRUSES VOL. 1,576,"GRANADOS, R.R. S>FEDERICI I>B.A.",,"vii,279p:ills.25.5cm",,MICROBIOLOGY,,,                        ,                               ,Available
1607,THE BIOLOGY OF BACULOVIRUSES - VOL. 2,576,"GRANADOS, R.R. S>FREDERICI I>B.A.",,"vii,279p:ills.25.5cm",,MICROBIOLOGY,,,                        ,                               ,Available
1608,Categorical data analysis for geographers and environmental scientists ,519.53,"WRIGLEY, N.",,"xvi,392p:ills.25.5cm",582301270,Geography--Statistical methods.,Environmental protection--Statistical methods,Longman,1985,NewYork,Available
1609,ELECTROMAGNETIC METHODS IN APPLIED GEOPHYSICS - VOL. 1,622.153,,"NAGHBIAN, N.M.","xvi,279p:ills;25.5cm",0-931830-46-X,Magnetic prospecting.,,Society of exploration geophysicists,1989,Oklahoma ,Available
1610,THE ATMOSPHERIC SYSTEM,910,"O'HARE, G.  SWEENEY, J.",,"vii,279p:ills.25.5cm",,WORLD HISTORY,,,                            ,                               ,Available
1611,GROUND AND AIR SURVEY FOR FIELD SCIENTISTS ,526.9,"WRIGHT, J.",,"vii,279p:ills.25.5cm",,MATHEMATICAL GEORGAPHY,AIR GROUND SURVEY,,                            ,                               ,Available
1612,"Studies in the history and method of science,",509,,"SINGER, C.","xiv,559p:ills.23cm",,Science History,Medicine History. ,ARNO PRESS,1975,NEW YORK,Available
1613,EVOLUTION OF CROP PLANTS,631,,S>SIMMONDS I>N.W.,"vii,279p:ills.25.5cm",,"TECHNIQUES,EQIUIPMENT,MATERIALS",,,                            ,                               ,Available
1614,MATHEMATICS AND COMPUTERS IN ARCHAEOLOGY,930.1,"DORAN, J.E..; HODSON, F.R",,"vii,279p:ills.25.5cm",,HISTORY OF ANCIENT WORLD,,,,,Available
1615,HANDBOOK OF PALEOZOOLOGY,560.19,"KUHN, E.",,"vii,279p:ills.25.5cm",0-8018-2837-6,PALEONTOLOGY PALEOZOOLOGY ,Multi colour animals; Class Monoplacophora; Subdivision Coelenterata,The jhons hopkins university press,1986,London,Available
1616,MOLECULAR BIOLOGY OF PLANTS,REF 581.881,,,"vii,279p:ills.25.5cm",879691840,Plant molecular genetics--Laboratory manuals.,Plant molecular biology--Laboratory manuals.; Plant cell culture--Laboratory manuals.; Tobacco--Research--Laboratory manuals.; Corn--Research--Laboratory manuals.,COLD SPRING HARBOR LABORATORY,1984,NEW YORK,Available
1617,ORGANIC CHEMICALS IN THE SOIL ENVIRONMENT,631.4,"GORING, C.A.I. S>HAMAKER I>J.W.",,"vii,279p:ills.25.5cm",,"TECHNIQUES,EQIUIPMENT,MATERIALS",,,                            ,                               ,Available
1618,ARCHAEASTRONOMY AND THE ROOTS OF SCIENCE,930.1,,"KRUPP, E.C.","vii,279p:ills.25.5cm",,HISTORY OF ANCIENT WORLD,,,                            ,                               ,Available
1619,CHARACTRIZATION OF SOILS,631.4,,"GREENLAND , C.J.","vii,279p:ills.25.5cm",0 19 854538 x,"TECHNIQUES,EQIUIPMENT,MATERIALS",soil and crops; Mineralogy; Soils for continous production,"Clarendon Press, Oxford",1981,England,Available
1620,A HISTORY OF TECHNOLOGY VOLUME - V,609,,"SINGER, C.","vii,279p:ills.25.5cm",198581092,TECHNOLOGY-HISTORY,CIVILIZATION-HISTORY,OXFORD UNIVERSITY PRESS,1980,LONDON,Available
1621,"A HISTORY OF TECHNOLOGY - VOL. VII ,PART II",REF 609,,"WILLIAMS, T.C.","xix,1530p:ills.25.5cm",198581556,Technology- History,Civilization- History,Oxford  ,1978,New York,Available
1622,EXERCISES IN TERRAIN ANALYSIS,526.98,"CRUDEN, D.M; THOMPSON, S.",,185p:ills.25.5cm,888641222,Topographical surveying,Aerial photography in engineering geology,Pica Pica Press,1987,Canada,Available
1623,HANDBOOK OF CHEMISTRY AND PHYSICS,R 540.0219,,"WEAST, R.C.","vii,279p:ills.25.5cm",849304709,Chemistry--Tables--Periodicals.,Physics--Tables--Periodicals.,"CRC PRESS, INC",1989,FLORIDA,Available
1624,INORGANIC ION EXCHANGE MATERIALS,541.372319,"CLEARFIELD, A.",,"vii,279p:ills.25.5cm",,Ion exchange resins.,,"CRC PRESS,INC",1982,FLORIDA,Available
1625,POPPER SELECTION,192.19,,"MILLER, D.",479 p. ; 23 cm.,691020310,Philosophy.,,P ,1984, Princeton University Press,Available
1626,Science and technology in Korea; traditional instruments and techniques ,509.519,"Jeon, S.W ",,"xxii,383p:ills.23.5cm",262100142,Science-Korea-History.,Technology-Korea-History,The MIT Press,1974,London,Available
1627,PRINCIPLES OF INSTRUMENTAL ANALYSIS,543.08,"SKOOG, D.A.",,"vii,279p:ills.25.5cm",0-03-001229-5,Instrumental analysis ,,Saunders College Publishing,1971,Tokyo,Available
